tcp.srcport,tcp.dstport,tcp.flags,tcp.flags_numeric,tcp.window_size_value,type_f,type_n,series_id,instance_id
646,62526,20,7,0,0,1,1,137
62526,1028,2,1,1024,0,1,1,138
62526,9100,2,1,1024,0,1,1,139
62526,7070,2,1,1024,0,1,1,140
62526,5051,2,1,1024,0,1,1,141
62526,49152,2,1,1024,0,1,1,142
62526,1027,2,1,1024,0,1,1,143
62526,5800,2,1,1024,0,1,1,144
62526,81,2,1,1024,0,1,1,145
62526,179,2,1,1024,0,1,1,146
62526,9999,2,1,1024,0,1,1,147
62526,2121,2,1,1024,0,1,1,148
62526,6001,2,1,1024,0,1,1,149
62526,631,2,1,1024,0,1,1,150
62526,2001,2,1,1024,0,1,1,151
62526,144,2,1,1024,0,1,1,152
62526,1110,2,1,1024,0,1,1,153
62526,5357,2,1,1024,0,1,1,154
62526,13,2,1,1024,0,1,1,155
62526,5432,2,1,1024,0,1,1,156
62526,515,2,1,1024,0,1,1,157
62526,5060,2,1,1024,0,1,1,158
62526,49153,2,1,1024,0,1,1,159
62526,37,2,1,1024,0,1,1,160
62526,444,2,1,1024,0,1,1,161
62526,49157,2,1,1024,0,1,1,162
62526,465,2,1,1024,0,1,1,163
62526,543,2,1,1024,0,1,1,164
62526,873,2,1,1024,0,1,1,165
62526,3986,2,1,1024,0,1,1,166
62526,990,2,1,1024,0,1,1,167
62526,8000,2,1,1024,0,1,1,168
62526,5190,2,1,1024,0,1,1,169
62526,8009,2,1,1024,0,1,1,170
62526,8443,2,1,1024,0,1,1,171
62526,5631,2,1,1024,0,1,1,172
62526,3128,2,1,1024,0,1,1,173
62526,3000,2,1,1024,0,1,1,174
62526,9,2,1,1024,0,1,1,175
62526,88,2,1,1024,0,1,1,176
62526,1029,2,1,1024,0,1,1,177
62526,1900,2,1,1024,0,1,1,178
62526,2000,2,1,1024,0,1,1,179
62526,6646,2,1,1024,0,1,1,180
62526,1026,2,1,1024,0,1,1,181
62526,106,2,1,1024,0,1,1,182
62526,2049,2,1,1024,0,1,1,183
62526,427,2,1,1024,0,1,1,184
62526,4899,2,1,1024,0,1,1,185
62526,26,2,1,1024,0,1,1,186
62526,513,2,1,1024,0,1,1,187
62526,79,2,1,1024,0,1,1,188
62526,1433,2,1,1024,0,1,1,189
62526,544,2,1,1024,0,1,1,190
1028,62526,20,7,0,0,1,1,191
465,62526,20,7,0,0,1,1,192
9100,62526,20,7,0,0,1,1,193
7070,62526,20,7,0,0,1,1,194
5051,62526,20,7,0,0,1,1,195
49152,62526,20,7,0,0,1,1,196
1027,62526,20,7,0,0,1,1,197
5800,62526,20,7,0,0,1,1,198
81,62526,20,7,0,0,1,1,199
179,62526,20,7,0,0,1,1,200
9999,62526,20,7,0,0,1,1,201
2121,62526,20,7,0,0,1,1,202
6001,62526,20,7,0,0,1,1,203
631,62526,20,7,0,0,1,1,204
2001,62526,20,7,0,0,1,1,205
144,62526,20,7,0,0,1,1,206
1110,62526,20,7,0,0,1,1,207
5357,62526,20,7,0,0,1,1,208
13,62526,20,7,0,0,1,1,209
5432,62526,20,7,0,0,1,1,210
515,62526,20,7,0,0,1,1,211
5060,62526,20,7,0,0,1,1,212
49153,62526,20,7,0,0,1,1,213
37,62526,20,7,0,0,1,1,214
444,62526,20,7,0,0,1,1,215
49157,62526,20,7,0,0,1,1,216
543,62526,20,7,0,0,1,1,217
873,62526,20,7,0,0,1,1,218
3986,62526,20,7,0,0,1,1,219
8000,62526,20,7,0,0,1,1,220
5190,62526,20,7,0,0,1,1,221
8009,62526,20,7,0,0,1,1,222
8443,62526,20,7,0,0,1,1,223
5631,62526,20,7,0,0,1,1,224
3128,62526,20,7,0,0,1,1,225
3000,62526,20,7,0,0,1,1,226
9,62526,20,7,0,0,1,1,227
88,62526,20,7,0,0,1,1,228
1029,62526,20,7,0,0,1,1,229
1900,62526,20,7,0,0,1,1,230
2000,62526,20,7,0,0,1,1,231
6646,62526,20,7,0,0,1,1,232
1026,62526,20,7,0,0,1,1,233
106,62526,20,7,0,0,1,1,234
